ref_line	ref_widx	storr	benloew	boeckh	bothe	brown	colonna	dain	dawe	griffith	hermann	jebb	lj	pearson	reinhardt
357	2022	φεύγειν	φεύγειν	φεύγειν	φεύγειν	φεύγειν	φεύγειν	φεύγειν	φεύγειν	φεύγειν	φεύγειν	φεύγειν	φεύγειν	φεύγειν	φεύγειν
357	2023	βέλη	βέλη	βέλη.	βέλη.	βέλη,	βέλη	βέλη	βέλη,	βέλη,	βέλη.	βέλη,	βέλη	βέλη	βέλη,
358	2024	παντοπόρος·	παντοπόρος·	παντοπόρος	παντοπόρος,	παντοπόρος·	παντοπόρος·	παντοπόρος·	παντοπόρος·	παντοπόρος·	παντοπόρος·	παντοπόρος·	παντοπόρος·	παντοπόρος·	παντοπόρος·
358	2025	ἄπορος	ἄπορος	ἄπορος	ἄπορος	ἄπορος	ἄπορος	ἄπορος	ἄπορος	ἄπορος	ἄπορος	ἄπορος	ἄπορος	ἄπορος	ἄπορος
358	2026	ἐπʼ	ἐπ᾽	ἐπ'	ἐπ’	ἐπ’	ἐπ᾽	ἐπ’	ἐπ᾽	ἐπ᾽	ἐπ᾽	ἐπ᾽	ἐπ᾿	ἐπ᾽	ἐπ᾽
358	2027	οὐδὲν	οὐδὲν	οὐδὲν	οὐδὲν	οὐδὲν	οὐδὲν	οὐδὲν	οὐδὲν	οὐδὲν	οὐδὲν	οὐδὲν	οὐδὲν	οὐδὲν	οὐδὲν
358	2028	ἔρχεται	ἔρχεται	ἔρχεται	ἔρχεται	ἔρχεται	ἔρχεται	ἔρχεται	ἔρχεται	ἔρχεται	ἔρχεται	ἔρχεται	ἔρχεται	ἔρχεται	ἔρχεται
360	2029	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ
360	2030	μέλλον·	μέλλον·	μέλλον·	μέλλον·	μέλλον·	μέλλον·	μέλλον·	μέλλον	μέλλον·	μέλλον·	μέλλον·	μέλλον·	μέλλον·	μέλλον·
360	2031	Ἅιδα	ᾍδα	Ἅιδα	Ἀΐδα	Ἅιδα	Ἅιδα	Ἅιδα	Ἅιδα	Ἅιδα	Ἅιδα	Ἅιδα	Ἅιδα	Ἅιδα	Ἅιδα
360	2032	μόνον	μόνον	μόνον	μόνον	μόνον	μόνον	μόνον	μόνον	μόνον	μόνον	μόνον	μόνον	μόνον	μόνον
360	2033	φεῦξιν	φεῦξιν	φεῦξιν	φεῦξιν	φεῦξιν	φεῦξιν	φεῦξιν	φεῦξιν	φεῦξιν	φεῦξιν	φεῦξιν	φεῦξιν	φεῦξιν	φεῦξιν
360	2034	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ
360	2035	ἐπάξεται·	ἐπάξεται·	ἐπάξεται,	ἐπάξεται·	ἐπάξεται·	ἐπάξεται,	ἐπάξεται,	ἐπεύξεται,	ἐπάξεται,	ἐπάξεται·	ἐπάξεται·	ἐπάξεται·	ἐπάξεται·	ἐπάξεται·
361	2036	νόσων	νόσων	νόσων	νόσων	νόσων	νόσων	νό-	νόσων	νόσων	νόσων	νόσων	νόσων	νόσων	νόσων
361	2037	δʼ	δ᾽	δ᾽	δ᾽	δ’	δ᾽	δ’	δ᾽	δ᾽	δ᾽	δ᾽	δ᾿	δ᾽	δ᾽
361	2038	ἀμηχάνων	ἀμηχάνων	ἀμηχάνων	ἀμηχάνων	ἀμηχάνων	ἀμηχάνων	ἀμηχάνων	ἀμηχάνων	ἀμηχάνων	ἀμηχάνων	ἀμηχάνων	ἀμηχάνων	ἀμαχάνων	ἀμηχάνων
361	2039	φυγὰς	φυγὰς	φυγὰς	φυγὰς	φυγὰς	φυγὰς	φυγὰς	φυγὰς	φυγὰς	φυγὰς	φυγὰς	φυγὰς	φυγὰς	φυγὰς
361	2040	ξυμπέφρασται.	ξυμπέφρασται.	ξυμπέφρασται.	ξυμπέφρασται.	ξυμπέφρασται.	ξυμπέφρασται.	σων	ξυμπέφρασται.	ξυμπέφρασται.	ξυμπέφρασται.	ξυμπέφρασται.	ξυμπέφρασται.	ξυμπέφρασται.	ξυμπέφρασται.
365	2041	σοφόν	σοφόν	σοφόν	δεινόν	σοφόν	σοφόν	Σοφόν	σοφόν	σοφόν	σοφόν	σοφόν	σοφόν	σοφόν	σοφόν
365	2042	τι	τι	τι	τι	τι	τι	τι	τι	τι	τι	τι	τι	τι	τι
365	2043	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ
365	2044	μηχανόεν	μηχανόεν	μηχανόεν	μηχανόεν	μηχανόεν	μηχανόεν	μηχανόεν	μηχανόεν	μηχανόεν	μηχανόεν	μηχανόεν	μηχανόεν	μηχανόεν	μηχανόεν
365	2045	τέχνας	τέχνας	τέχνας	τέχνας	τέχνας	τέχνας	τέχνας	τέχνας	τέχνας	τέχνας	τέχνας	τέχνας	τέχνας	τέχνας
365	2046	ὑπὲρ	ὑπὲρ	ὑπὲρ	ὑπὲρ	ὑπὲρ	ὑπὲρ	ὑπὲρ	ὑπὲρ	ὑπὲρ	ὑπὲρ	ὑπὲρ	ὑπὲρ	ὑπὲρ	ὑπὲρ
365	2047	ἐλπίδʼ	ἐλπίδ᾽	ἐλπίδ᾽	ἐλπίδ᾽	ἐλπίδ᾽	ἐλπίδ᾽	ἐλπίδ’	ἐλπίδ᾽	ἐλπίδ᾽	ἐλπίδ᾽	ἐλπίδ᾽	ἐλπίδ᾿	ἐλπίδ᾽	ἐλπίδ᾽
365	2048	ἔχων	ἔχων,	ἔχων	ἔχων,	ἔχων	ἔχων,	ἔχων,	ἔχων	ἔχων	ἔχων,	ἔχων	ἔχων	ἔχων	ἔχων
366	2049	τοτὲ	ποτὲ	ποτὲ	ποτὲ	τοτὲ	τοτὲ	τοτὲ	τοτὲ	τοτὲ	ποτὲ	τοτὲ	τοτὲ	τοτὲ	τοτὲ
366	2050	μὲν	μὲν	μὲν	μὲν	μὲν	μὲν	μὲν	μὲν	μὲν	μὲν	μὲν	μὲν	μὲν	μὲν
366	2051	κακόν,	κακὸν,	κακόν,	κακὸν	κακόν,	κακόν,	κακόν,	κακόν,	κακόν,	κακόν,	κακόν,	κακόν,	κακόν,	κακόν,
366	2052	ἄλλοτʼ	ἄλλοτ᾽	ἄλλοτ᾽	ἄλλοτ᾽	ἄλλοτ᾽	ἄλλοτ᾽	ἄλλοτ’	ἄλλοτ᾽	ἄλλοτ᾽	ἄλλοτ᾽	ἄλλοτ᾽	ἄλλοτ᾿	ἄλλοτ᾽	ἄλλοτ᾽
366	2053	ἐπʼ	ἐπ᾽	ἐπ᾽	ἐπ᾽	ἐπ’	ἐπ᾽	ἐπ’	ἐπ᾿	ἐπ᾽	ἐπ᾽	ἐπ᾽	ἐπ᾿	ἐπ᾽	ἐπ᾽
366	2054	ἐσθλὸν	ἐ-	ἐσθλὸν	ἐ-	ἐσθλὸν	ἐσθλὸν	ἐσθλὸν	ἐσθλὸν	ἐσθλὸν	ἐσθλὸν	ἐσθλὸν	ἐσθλὸν	ἐσθλὸν	ἐσθλὸν
366	2055	ἕρπει,	ἕρπει·	ἕρπει,	ἕρπει.	ἕρπει·	ἕρπει,	ἕρπει,	ἕρπει·	ἕρπει.	ἕρπει·	ἕρπει·	ἕρπει.	ἕρπει,	ἕρπει·
367	2056	νόμους	νόμους	νόμους	νόμους	νόμους	νόμους	νόμους	νόμους	νόμους	νόμους	νόμους	νόμους	νόμους	νόμους
367	2057	γεραίρων	παρείρων	παρείρων	παρορῶν	γεραίρων	παρείρων	παρείρων	γεραίρων	γεραίρων	παρείρων	γεραίρων	παρείρων	περαίνων	γεραίρων
367	2058	χθονὸς	χθονὸς,	χθονός,	χθονός	χθονὸς	χθονὸς	χθονὸς	χθονὸς	χθονὸς	χθονός,	χθονὸς	χθονὸς	χθονὸς	χθονὸς
367	2059	θεῶν	θεῶν	θεῶν		θεῶν	θεῶν	θεῶν	θεῶν	θεῶν	θεῶν	θεῶν	θεῶν	θεῶν	θεῶν
367	2060	τʼ	τ᾽	τ᾽	τ᾽	τ’	τ᾽	τ’	τ᾽	τ᾽	τ᾽	τ᾽	τ᾿	τ᾽	τ᾽
367	2061	ἔνορκον	ἔνορκον	ἔνορκον	ἔνορκον	ἔνορκον	ἔνορκον	ἔνορκον	ἔνορκον	ἔνορκον	ἔνορκον	ἔνορκον	ἔνορκον	ἔνορκον	ἔνορκον
367	2062	δίκαν,	δίκαν,	δίκαν.	δίκαν,	δίκαν	δίκαν	δίκαν	δίκαν	δίκαν	δίκαν,	δίκαν,	δίκαν	δίκαν·	δίκαν
370	2063	ὑψίπολις·	ὑψίπολις·	ὑψίπολις	ὑψίπολις	ὑψίπολις·	ὑψίπολις·	ὑψίπολις·	ὑψίπολις	ὑψίπολις·	ὑψίπολις·	ὑψίπολις·	ὑψίπολις·	ὑψίπολις·	ὑψίπολις·
370	2064	ἄπολις	ἄπολις,	ἄπολις,	ἄπολις,	ἄπολις	ἄπολις	ἄπολις	ἄπολις	ἄπολις	ἄπολις,	ἄπολις,	ἄπολις	ἄπολις	ἄπολις
370	2065	ὅτῳ	ὅτῳ	ὅτῳ	ὅτῳ	ὅτωι	ὅτῳ	ὅτῳ	ὅτωι	ὅτωι	ὅτῳ	ὅτῳ	ὅτῳ	ὅτῳ	ὅτωι
370	2066	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ	τὸ
370	2067	μὴ	μὴ	μὴ	μὴ	μὴ	μὴ	μὴ	μὴ	μὴ	μὴ	μὴ	μὴ	μὴ	μὴ
370	2068	καλὸν	καλὸν	καλὸν	καλὸν	καλὸν	καλὸν	καλὸν	καλὸν	καλὸν	καλὸν	καλὸν	καλὸν	καλὸν	καλὸν
371	2069	ξύνεστι	ξύνεστι,	ξύνεστιν.	ξύνεστι,	ξύνεστι	ξύνεστι	ξύνεστι	ξύνεστι	ξύνεστι	ξύνεστι,	ξύνεστι	ξύνεστι	ξύνεστι	ξύνεστι
371	2070	τόλμας	τόλμας	τόλμας	τόλμας	τόλμας	τόλμας	τόλμας	τόλμας	τόλμας	τόλμας	τόλμας	τόλμας	τόλμας	τόλμας
371	2071	χάριν.	χάριν.	χάριν	χάριν·	χάριν·	χάριν·	χάριν·	χάριν·	χάριν.	χάριν.	χάριν.	χάριν.	χάριν.	χάριν·
371	2072	μήτʼ	μήτ᾽	μήτ᾽	μήτ᾽	μήτ᾽	μήτ᾽	μήτ’	μήτ᾽	μήτ᾽	μήτ᾽	μήτ᾽	μήτ᾿	μήτ᾽	μήτ᾽
371	2073	ἐμοὶ	ἐμοὶ	ἐμοὶ	ἐμοὶ	ἐμοὶ	ἐμοὶ	ἐμοὶ	ἐμοὶ	ἐμοὶ	ἐμοὶ	ἐμοὶ	ἐμοὶ	ἐμοὶ	ἐμοὶ
371	2074	παρέστιος	παρέστιος	παρέστιος	παρέστιος	παρέστιος	παρέστιος	παρέστιος	παρέστιος	παρέστιος	παρέστιος	παρέστιος	παρέστιος	παρέστιος	παρέστιος
375	2075	γένοιτο	γένοιτο,	γένοιτο	γένοιτο,	γένοιτο	γένοιτο	γέ-	γένοιτο	γένοιτο	γένοιτο,	γένοιτο	γένοιτο	γένοιτο	γένοιτο
375	2076	μήτʼ	μήτ᾽	μήτ᾽	μήτ᾽	μήτ᾽	μήτ᾽	μήτ’	μήτ᾽	μήτ᾽	μήτ᾽	μήτ᾽	μήτ᾿	μήτ᾽	μήτ᾽
375	2077	ἴσον	ἴσον	ἴσον	ἴσον	ἴσον	ἴσον	ἴσον	ἴσον	ἴσον	ἴσον	ἴσον	ἴσον	ἴσον	ἴσον
375	2078	φρονῶν	φρονῶν,	φρονῶν,	φρονῶν,	φρονῶν	φρονῶν	φρονῶν	φρονῶν	φρονῶν	φρονῶν,	φρονῶν,	φρονῶν	φρονῶν	φρονῶν
375	2079	ὃς	ὃς	ὃς	ὃς	ὃς	ὃς	ὃς	ὃς	ὃς	ὃς	ὃς	ὃς	ὃς	ὃς
375	2080	τάδʼ	τάδ᾽	τάδ᾽	τάδ᾽	τάδ᾽	τάδ᾽	τάδ’	τάδ᾽	τάδ᾽	τάδ᾽	τάδ᾽	τάδ᾿	τάδ᾽	τάδ᾽
375	2081	ἔρδει.	ἔρδει.	ἔρδει.	ἔρδει.	ἔρδει.	ἔρδει.	ἔρδοι.	ἔρδει.	ἔρδει.	ἔρδει.	ἔρδει.	ἔρδοι.	ἔρδοι.	ἔρδει.
376	2082	ἐς	ἐς	ἐς	—	ἐς	ἐς	ἐς	ἐς	ἐς	ἐς	ἐς	εἰ	ἐς	ἐς
376	2083	δαιμόνιον	δαιμόνιον	δαιμόνιον	δαιμόνιον	δαιμόνιον	δαιμόνιον	δαιμόνιον	δαιμόνιον	δαιμόνιον	δαιμόνιον	δαιμόνιον	δαιμόνιον	δαιμόνιον	δαιμόνιον
376	2084	τέρας	τέρας	τέρας	τέρας,	τέρας	τέρας	τέρας	τέρας	τέρας	τέρας	τέρας	τέρας	τέρας	τέρας
376	2085	ἀμφινοῶ	ἀμφινοῶ	ἀμφινοῶ	ἀμφινοῶ,	ἀμφινοῶ	ἀμφινοῶ	ἀμφινοῶ	ἀμφινοῶ	ἀμφινοῶ	ἀμφινοῶ	ἀμφινοῶ	ἀμφινοῶ	ἀμφινοῶ,	ἀμφινοῶ
377	2086	τόδε·	τόδε	τόδε,	τόδε.	τόδε	τόδε·	τόδε·	τόδε·	τόδε·	τόδε,	τόδε·	τόδε·	τὸ	τόδε·
377	2087	πῶς	πῶς	πῶς	πῶς	πῶς	πῶς	πῶς	πῶς	πῶς	πῶς	πῶς	πῶς	πῶς	πῶς
377	2088	εἰδὼς	εἰδὼς	εἰδὼς	εἰδὼς,	εἰδὼς	εἰδὼς	εἰδὼς	εἰδὼς	εἰδὼς	εἰδὼς	εἰδὼς	εἰδὼς	εἰδὼς	εἰδὼς
377	2089	ἀντιλογήσω	ἀντιλογήσω	ἀντιλογήσω	ἀντιλογήσω,	ἀντιλογήσω,	ἀντιλογήσω	ἀντιλογήσω	ἀντιλογήσω	ἀντιλογήσω	ἀντιλογήσω	ἀντιλογήσω	ἀντιλογήσω	ἀντιλογήσω	ἀντιλογήσω
378	2090	τήνδʼ	τήνδ᾽	τήνδ᾽	τήνδ᾽	τήνδ᾽	τήνδ᾽	τήνδ’	τήνδ᾽	τήνδ᾽	τήνδ᾽	τήνδ᾽	τήνδ᾿	τήνδ	τήνδ᾽
378	2091	οὐκ	οὐχ	οὐκ	οὐκ,	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ	οὐκ		οὐκ
378	2092	εἶναι	εἶναι	εἶναι	εἶναι	εἶναι	εἶναι	εἶναι	εἶναι	εἶναι	εἶναι	εἶναι	εἶναι	εἶναι	εἶναι
378	2093	παῖδʼ	παῖδ᾽	παῖδ᾽	παῖδ᾽	παῖδ᾽	παῖδ᾽	παῖδ’	παῖδ᾽	παῖδ᾽	παῖδ᾽	παῖδ᾽	παῖδ᾿	παῖδ᾽	παῖδ᾽
378	2094	Ἀντιγόνην.	Ἀντιγόνην.	Ἀντιγόνην.	Ἀντιγόνην	Ἀντιγόνην.	Ἀντιγόνην	Ἀντιγόνην;	Ἀντιγόνην;	Ἀντιγόνην;	Ἀντιγόνην.	Ἀντιγόνην;	Ἀντιγόνην;	Ἀντιγόνην.	Ἀντιγόνην;
379	2095	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ	ὦ
379	2096	δύστηνος	δύστηνος,	δύστηνος,	δύστηνος,	δύστηνος	δύστηνος	δύστηνος	δύστηνος	δύστηνος	δύστηνος,	δύστηνος	δύστηνος	δύστηνος	δύστηνος
380	2097	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ
380	2098	δυστήνου	δυστήνου	δυστήνου	δυστήνου	δυστήνου	δυστήνου	δυστήνου	δυστήνου	δυστήνον	δυστήνου	δυστήνου	δυστήνου	δυστήνου	δυστήνου
380	2099	πατρὸς	πατρὸς	πατρὸς	πατρὸς	πατρὸς	πατρὸς	πατρὸς	πατρὸς	πατρὸς	πατρὸς	πατρὸς	πατρὸς	πατρὸς	πατρὸς
380	2100	Οἰδιπόδα,	Οἰδιπόδα,	Οἰδιπόδα,	Οἰδιπόδα,	Οἰδιπόδα,	Οἰδιπόδα,	Οἰδιπόδα,	Οἰδιπόδα,	Οἰδιπόδα,	Οἰδιπόδα,	Οἰδιπόδα,	Οἰδιπόδα,	Οἰδιπόδα,	Οἰδιπόδα,
381	2101	τί	τί	τί	τί	τί	τί	τί	τί	τί	τί	τί	τί	τί	τί
381	2102	ποτʼ;	ποτ᾽	ποτ᾽;	ποτ᾽;	ποτ᾽;	ποτ᾽;	ποτ’;	ποτ᾽;	ποτ᾽;	ποτ᾽;	ποτ᾽;	ποτ᾿;	ποτ᾽;	ποτ᾽;
381	2103	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ	οὐ
381	2104	δή	δή	δή	δή	δή	δή	δή	δή	δή	δή	δή	δή	δή	δή
381	2105	που	που	που	που	που	που	που	που	που	που	που	που	που	που
381	2106	σέ	σέ	σέ	σέ	σέ	σέ	σέ	σέ	σέ	σέ	σέ	σέ	σέ	σέ
381	2107	γʼ	γ᾽	γ᾽	γ᾽	γ᾽	γ᾽	γ’	γ᾽	γ᾽	γ᾽	γ᾽	γ᾿	γ᾽	γ᾽
381	2108	ἀπιστοῦσαν	ἀπιστοῦσαν	ἀπιστοῦσαν	ἀπιστοῦσαν	ἀπιστοῦσαν	ἀπιστοῦσαν	ἀπιστοῦσαν	ἀπιστοῦσαν	ἀπιστοῦσαν	ἀπιστοῦσαν	ἀπιστοῦσαν	ἀπιστοῦσαν	ἀπιστοῦσαν	ἀπιστοῦσαν
382	2109	τοῖς	τοῖς	τοῖς	τοῖς	τοῖς	τοῖς	τοῖς	τοῖς	τοῖς	τοῖς	τοῖς	τοῖς	τοῖς	τοῖς
382	2110	βασιλείοισιν	βασιλείοισιν	βασιλείοις	βασιλείοισιν	βασιλείοις	βασιλείοισιν	βασιλείοισ	βασιλείοις	βασιλείοισιν	βασιλείοισιν	βασιλείοισιν	βασιλείοις	βασιλείοισιν	βασιλείοισιν
382	2111	ἄγουσι	ἄγουσι	ἀπάγουσι	ἄγουσι	ἀνάγουσι	ἄγουσι	ἄγουσι	ἄγουσι	ἄγουσι	ἄγουσι	ἄγουσι	ἀπάγουσι	ἄγουσι	ἄγουσι
382	2112	νόμοις	νόμοις,	νόμοις,	νόμοις,	νόμοις	νόμοις	νόμοις	νόμοις	νόμοις	νόμοις,	νόμοις	νόμοις	νόμοις	νόμοις
383	2113	καὶ	καὶ	καὶ	καὶ	κἀν	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ	καὶ
383	2114	ἐν	ἐν	ἐν	ἐν		ἐν	ἐν	ἐν	ἐν	ἐν	ἐν	ἐν	ἐν	ἐν
383	2115	ἀφροσύνῃ	ἀφροσύνῃ	ἀφροσύνῃ	ἀφροσύνῃ	ἀφροσύνηι	ἀφροσύνῃ	ἀφροσύνῃ	ἀφροσύνηι	ἀφροσύνηι	ἀφροσύνῃ	ἀφροσύνῃ	ἀφροσύνῃ	ἀφροσύνῃ	ἀφροσύνηι
383	2116	καθελόντες;	καθελόντες.	καθελόντες;	καθελόντες;	καθελόντες;	καθελόντες;	καθελόντες;	καθελόντες;	καθελόντες;	καθελόντες;	καθελόντες	καθελόντες;	καθελόντες;	καθελόντες;
384	2117	ἥδʼ	ἥδ᾽	ἥδ᾽	ἥδ᾽	ἥδ᾽	ἥδ᾽	ἥδ’	ἥδ᾽	ἥδ᾽	ἥδ᾽	ἥδ᾽	ἥδ᾿	ἥδ᾽	ἥδ᾽
384	2118	ἔστʼ	ἔστ᾽	ἔστ᾽	ἔστ᾽	ἔστ᾽	ἔστ᾽	ἔστ’	ἔστ᾽	ἔστ᾽	ἔστ᾽	ἔστ᾽	ἔστ᾿	ἔστ᾽	ἔστ᾽
384	2119	ἐκείνη	ἐκείνη	ἐκείνη	ἐκείνη	ἐκείνη	ἐκείνη	ἐκείνη	ἐκείνη	ἐκείνη	ἐκείνη	ἐκείνη	ἐκείνη	ἐκείνη	ἐκείνη
384	2120	τοὔργον	τοὔργον	τοὔργον	τοὔργον	τοὖργον	τοὔργον	τοὔργον	τοὔργον	τοὔργον	τοὔργον	τοὔργον	τοὔργον	τοὔργον	τοὔργον
384	2121	ἡ	ἡ	ἡ	ἡ	ἡ	ἡ	ἡ	ἡ	ἡ	ἡ	ἡ	ἡ	ἡ	ἡ
384	2122	ʼξειργασμένη·	’ξειργασμένη·	᾽ξειργασμένη·	᾿ξειργασμένη!	'ξειργασμένη·	᾿ξειργασμένη·	’ξειργασμένη·	᾿ξειργασμένη·	᾿ξειργασμένη·	᾽ξειργασμένη.	᾿ξειργασμένη·	᾿ξειργασμένη·	᾿ξειργασμένη·	᾽ξειργασμένη·
385	2123	τήνδʼ	τήνδ᾽	τήνδ᾽	τήνδ᾽	τήνδ᾽	τήνδ᾽	τήνδ’	τήνδ᾽	τήνδ᾽	τήνδ᾽	τήνδ᾽	τήνδ᾿	τήνδ᾽	τήνδ᾽
385	2124	εἵλομεν	εἵλομεν	εἵλομεν	εἵλομεν	εἵλομεν	εἵλομεν	εἵλομεν	εἵλομεν	εἵλομεν	εἵλομεν	εἵλομεν	εἵλομεν	εἵλομεν	εἵλομεν
385	2125	θάπτουσαν.	θάπτουσαν.	θάπτουσαν.	θάπτουσαν!	θάπτουσαν.	θάπτουσαν·	θάπτουσαν·	θάπτουσαν·	θάπτουσαν.	θάπτουσαν.	θάπτουσαν.	θάπτουσαν.	θάπτουσαν.	θάπτουσαν.
385	2126	ἀλλὰ	ἀλλὰ	ἀλλὰ	ἀλλὰ	ἀλλὰ	ἀλλὰ	ἀλλὰ	ἀλλὰ	ἀλλὰ	ἀλλὰ	ἀλλὰ	ἀλλὰ	ἀλλὰ	ἀλλὰ
385	2127	ποῦ	ποῦ	ποῦ	ποῦ	ποῦ	ποῦ	ποῦ	ποῦ	ποῦ	ποῦ	ποῦ	ποῦ	ποῦ	ποῦ
385	2128	Κρέων;	Κρέων;	Κρέων;	Κρέων;	Κρέων;	Κρέων;	Κρέων;	Κρέων;	Κρέων;	Κρέων;	Κρέων;	Κρέων;	Κρέων;	Κρέων;
386	2129	ὅδʼ	ὅδ᾽	ὅδ᾽	ὅδ᾽	ὅδ᾽	ὅδ᾽	ὅδ’	ὅδ᾽	ὅδ᾽	ὅδ᾽	ὅδ᾽	ὅδ᾿	ὅδ᾽	ὅδ᾽
386	2130	ἐκ	ἐκ	ἐκ	ἐκ	ἐκ	ἐκ	ἐκ	ἐκ	ἐκ	ἐκ	ἐκ	ἐκ	ἐκ	ἐκ
386	2131	δόμων	δόμων	δόμων	δόμων	δόμων	δόμων	δόμων	δόμων	δόμων	δόμων	δόμων	δόμων	δόμων	δόμων
386	2132	ἄψορρος	ἄψοῤῥος	ἄψοῤῥος	ἄψοῤῥος	ἄψορρος	ἄψορρος	ἄψορρος	ἄψορρος	ἄψορρος	ἄψοῤῥος	ἄψορρος	ἄψορρος	ἄψορρος	ἄψορρος
386	2133	εἰς	ἐς	ἐς	ἐς	εἰς	εἰς	εἰς	εἰς	ἐς	εἰς	ἐς	ἐς	ἐς	εἰς
386	2134	δέον	δέον	δέον	δέον	δέον	δέον	δέον	δέον	δέον	δέον	δέον	δέον	δέον	δέον
386	2135	περᾷ.	περᾷ.	περᾷ.	περᾷ.	περᾶι.	περᾷ.	περᾷ.	περᾶι.	περᾶι.	περᾷ.	περᾷ.	περᾷ.	περᾷ.	περᾶι.
